fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,symbol
7/31/2021,8/25/2021,1.48,0.92,0.56,60.8696,CRM
4/30/2021,5/27/2021,1.21,0.88,0.33,37.5,CRM
1/31/2021,2/25/2021,1.04,0.75,0.29,38.6667,CRM
10/31/2020,12/1/2020,1.74,0.75,0.99,132,CRM
7/31/2020,8/25/2020,1.44,0.67,0.77,114.9254,CRM
4/30/2020,5/28/2020,0.7,0.69,0.01,1.4493,CRM
1/31/2020,2/25/2020,0.66,0.56,0.1,17.8571,CRM
10/31/2019,12/3/2019,0.75,0.66,0.09,13.6364,CRM
7/31/2019,8/22/2019,0.66,0.47,0.19,40.4255,CRM
4/30/2019,6/4/2019,0.93,0.61,0.32,52.459,CRM
1/31/2019,3/4/2019,0.7,0.55,0.15,27.2727,CRM
10/31/2018,11/27/2018,0.61,0.5,0.11,22,CRM
7/31/2018,8/29/2018,0.53,0.47,0.06,12.766,CRM
4/30/2018,5/29/2018,0.74,0.46,0.28,60.8696,CRM
1/31/2018,2/28/2018,0.35,0.33,0.02,6.0606,CRM
10/31/2017,11/21/2017,0.39,0.37,0.02,5.4054,CRM
7/31/2017,8/22/2017,0.33,0.32,0.01,3.125,CRM
4/30/2017,5/18/2017,0.28,0.26,0.02,7.6923,CRM
1/31/2017,2/28/2017,0.28,0.25,0.03,12,CRM
10/31/2016,11/17/2016,0.24,0.21,0.03,14.2857,CRM
7/31/2016,8/31/2016,0.24,0.22,0.02,9.0909,CRM
4/30/2016,5/18/2016,0.24,0.23,0.01,4.3478,CRM
1/31/2016,2/24/2016,0.19,0.19,0,0,CRM
10/31/2015,11/18/2015,0.21,0.19,0.02,10.5263,CRM
7/31/2015,8/20/2015,0.19,0.17,0.02,11.7647,CRM
4/30/2015,5/20/2015,0.16,0.14,0.02,14.2857,CRM
1/31/2015,2/25/2015,0.14,0.14,0,0,CRM
10/31/2014,11/19/2014,0.14,0.13,0.01,7.6923,CRM
7/31/2014,8/21/2014,0.13,0.12,0.01,8.3333,CRM
4/30/2014,5/20/2014,0.11,0.1,0.01,10,CRM
1/31/2014,2/27/2014,0.07,0.06,0.01,16.6667,CRM
10/31/2013,11/18/2013,0.09,0.09,0,0,CRM
7/31/2013,8/29/2013,0.09,0.07,0.02,28.5714,CRM
4/30/2013,5/23/2013,0.1,0.1,0,0,CRM
1/31/2013,2/28/2013,0.13,0.1,0.03,30,CRM
10/31/2012,11/20/2012,0.08,0.08,0,0,CRM
7/31/2012,8/23/2012,0.11,0.1,0.01,10,CRM
4/30/2012,5/17/2012,0.09,0.09,0,0,CRM
1/31/2012,2/23/2012,0.11,0.1,0.01,10,CRM
10/31/2011,11/17/2011,0.09,0.08,0.01,12.5,CRM
7/31/2011,8/18/2011,0.08,0.07,0.01,14.2857,CRM
4/30/2011,5/19/2011,0.07,0.07,0,0,CRM
1/31/2011,2/24/2011,0.08,0.06,0.02,33.3333,CRM
10/31/2010,11/18/2010,0.08,0.08,0,0,CRM
7/31/2010,8/19/2010,0.07,0.07,0,0,CRM
4/30/2010,5/20/2010,0.08,0.08,0,0,CRM
1/31/2010,2/24/2010,0.04,0.04,0,0,CRM
10/31/2009,11/17/2009,0.04,0.04,0,0,CRM
7/31/2009,8/20/2009,0.04,0.04,0,0,CRM
4/30/2009,5/21/2009,0.04,0.03,0.01,33.3333,CRM
1/31/2009,2/25/2009,0.03,0.02,0.01,50,CRM
10/31/2008,11/20/2008,0.02,0.02,0,0,CRM
7/31/2008,8/20/2008,0.02,0.02,0,0,CRM
4/30/2008,5/21/2008,0.02,0.02,0,0,CRM
1/31/2008,2/27/2008,0.02,0.01,0.01,100,CRM
10/31/2007,11/15/2007,0.01,0.01,0,0,CRM
7/31/2007,8/15/2007,0.01,None,None,None,CRM
4/30/2007,5/16/2007,0.01,0.02,-0.01,-50,CRM
1/31/2007,2/21/2007,0.02,0.02,0,0,CRM
10/31/2006,11/15/2006,0.02,0.01,0.01,100,CRM
7/31/2006,8/16/2006,0.02,0.01,0.01,100,CRM
4/30/2006,5/17/2006,0.01,0.01,0,0,CRM
1/31/2006,2/22/2006,0.01,0.01,0,0,CRM
10/31/2005,11/16/2005,0.01,0.01,0,0,CRM
7/31/2005,8/17/2005,0.01,0.01,0,0,CRM
4/30/2005,5/18/2005,0.01,0.01,0,0,CRM
1/31/2005,2/17/2005,0.01,None,None,None,CRM
10/31/2004,11/17/2004,0.0046,None,None,None,CRM
7/31/2004,8/19/2004,0.0027,None,None,None,CRM
1/31/2023,3/1/2023,1.68,1.36,0.32,23.5294,CRM
10/31/2022,11/30/2022,1.4,1.21,0.19,15.7025,CRM
7/31/2022,8/24/2022,1.19,1.02,0.17,16.6667,CRM
4/30/2022,5/31/2022,0.98,0.94,0.04,4.2553,CRM
1/31/2022,3/1/2022,0.84,0.74,0.1,13.5135,CRM
10/31/2021,11/30/2021,1.27,0.92,0.35,38.0435,CRM
7/31/2021,8/25/2021,1.48,0.92,0.56,60.8696,CRM
4/30/2021,5/27/2021,1.21,0.88,0.33,37.5,CRM
1/31/2021,2/25/2021,1.04,0.75,0.29,38.6667,CRM
10/31/2020,12/1/2020,1.74,0.75,0.99,132,CRM
7/31/2020,8/25/2020,1.44,0.67,0.77,114.9254,CRM
4/30/2020,5/28/2020,0.7,0.69,0.01,1.4493,CRM
1/31/2020,2/25/2020,0.66,0.56,0.1,17.8571,CRM
10/31/2019,12/3/2019,0.75,0.66,0.09,13.6364,CRM
7/31/2019,8/22/2019,0.66,0.47,0.19,40.4255,CRM
4/30/2019,6/4/2019,0.93,0.61,0.32,52.459,CRM
1/31/2019,3/4/2019,0.7,0.55,0.15,27.2727,CRM
10/31/2018,11/27/2018,0.61,0.5,0.11,22,CRM
7/31/2018,8/29/2018,0.53,0.47,0.06,12.766,CRM
4/30/2018,5/29/2018,0.74,0.46,0.28,60.8696,CRM
1/31/2018,2/28/2018,0.35,0.33,0.02,6.0606,CRM
10/31/2017,11/21/2017,0.39,0.37,0.02,5.4054,CRM
7/31/2017,8/22/2017,0.33,0.32,0.01,3.125,CRM
4/30/2017,5/18/2017,0.28,0.26,0.02,7.6923,CRM
1/31/2017,2/28/2017,0.28,0.25,0.03,12,CRM
10/31/2016,11/17/2016,0.24,0.21,0.03,14.2857,CRM
7/31/2016,8/31/2016,0.24,0.22,0.02,9.0909,CRM
4/30/2016,5/18/2016,0.24,0.23,0.01,4.3478,CRM
1/31/2016,2/24/2016,0.19,0.19,0,0,CRM
10/31/2015,11/18/2015,0.21,0.19,0.02,10.5263,CRM
7/31/2015,8/20/2015,0.19,0.17,0.02,11.7647,CRM
4/30/2015,5/20/2015,0.16,0.14,0.02,14.2857,CRM
1/31/2015,2/25/2015,0.14,0.14,0,0,CRM
10/31/2014,11/19/2014,0.14,0.13,0.01,7.6923,CRM
7/31/2014,8/21/2014,0.13,0.12,0.01,8.3333,CRM
4/30/2014,5/20/2014,0.11,0.1,0.01,10,CRM
1/31/2014,2/27/2014,0.07,0.06,0.01,16.6667,CRM
10/31/2013,11/18/2013,0.09,0.09,0,0,CRM
7/31/2013,8/29/2013,0.09,0.07,0.02,28.5714,CRM
4/30/2013,5/23/2013,0.1,0.1,0,0,CRM
1/31/2013,2/28/2013,0.13,0.1,0.03,30,CRM
10/31/2012,11/20/2012,0.08,0.08,0,0,CRM
7/31/2012,8/23/2012,0.11,0.1,0.01,10,CRM
4/30/2012,5/17/2012,0.09,0.09,0,0,CRM
1/31/2012,2/23/2012,0.11,0.1,0.01,10,CRM
10/31/2011,11/17/2011,0.09,0.08,0.01,12.5,CRM
7/31/2011,8/18/2011,0.08,0.07,0.01,14.2857,CRM
4/30/2011,5/19/2011,0.07,0.07,0,0,CRM
1/31/2011,2/24/2011,0.08,0.06,0.02,33.3333,CRM
10/31/2010,11/18/2010,0.08,0.08,0,0,CRM
7/31/2010,8/19/2010,0.07,0.07,0,0,CRM
4/30/2010,5/20/2010,0.08,0.08,0,0,CRM
1/31/2010,2/24/2010,0.04,0.04,0,0,CRM
10/31/2009,11/17/2009,0.04,0.04,0,0,CRM
7/31/2009,8/20/2009,0.04,0.04,0,0,CRM
4/30/2009,5/21/2009,0.04,0.03,0.01,33.3333,CRM
1/31/2009,2/25/2009,0.03,0.02,0.01,50,CRM
10/31/2008,11/20/2008,0.02,0.02,0,0,CRM
7/31/2008,8/20/2008,0.02,0.02,0,0,CRM
4/30/2008,5/21/2008,0.02,0.02,0,0,CRM
1/31/2008,2/27/2008,0.02,0.01,0.01,100,CRM
10/31/2007,11/15/2007,0.01,0.01,0,0,CRM
7/31/2007,8/15/2007,0.01,None,None,None,CRM
4/30/2007,5/16/2007,0.01,0.02,-0.01,-50,CRM
1/31/2007,2/21/2007,0.02,0.02,0,0,CRM
10/31/2006,11/15/2006,0.02,0.01,0.01,100,CRM
7/31/2006,8/16/2006,0.02,0.01,0.01,100,CRM
4/30/2006,5/17/2006,0.01,0.01,0,0,CRM
1/31/2006,2/22/2006,0.01,0.01,0,0,CRM
10/31/2005,11/16/2005,0.01,0.01,0,0,CRM
7/31/2005,8/17/2005,0.01,0.01,0,0,CRM
4/30/2005,5/18/2005,0.01,0.01,0,0,CRM
1/31/2005,2/17/2005,0.01,None,None,None,CRM
10/31/2004,11/17/2004,0.0046,None,None,None,CRM
7/31/2004,8/19/2004,0.0027,None,None,None,CRM
2/28/2023,3/21/2023,0.79,0.55,0.24,43.6364,NKE
11/30/2022,12/20/2022,0.85,0.64,0.21,32.8125,NKE
8/31/2022,9/29/2022,0.93,0.92,0.01,1.087,NKE
5/31/2022,6/27/2022,0.9,0.81,0.09,11.1111,NKE
2/28/2022,3/21/2022,0.87,0.71,0.16,22.5352,NKE
11/30/2021,12/20/2021,0.83,0.63,0.2,31.746,NKE
8/31/2021,9/23/2021,1.16,1.11,0.05,4.5045,NKE
5/31/2021,6/24/2021,0.93,0.51,0.42,82.3529,NKE
2/28/2021,3/18/2021,0.9,0.76,0.14,18.4211,NKE
11/30/2020,12/18/2020,0.78,0.62,0.16,25.8065,NKE
8/31/2020,9/22/2020,0.95,0.47,0.48,102.1277,NKE
5/31/2020,6/25/2020,-0.51,0.07,-0.58,-828.5714,NKE
2/29/2020,3/24/2020,0.78,0.59,0.19,32.2034,NKE
11/30/2019,12/19/2019,0.7,0.58,0.12,20.6897,NKE
8/31/2019,9/24/2019,0.86,0.7,0.16,22.8571,NKE
5/31/2019,6/27/2019,0.62,0.66,-0.04,-6.0606,NKE
2/28/2019,3/21/2019,0.68,0.65,0.03,4.6154,NKE
11/30/2018,12/20/2018,0.52,0.46,0.06,13.0435,NKE
8/31/2018,9/25/2018,0.67,0.63,0.04,6.3492,NKE
5/31/2018,6/28/2018,0.69,0.64,0.05,7.8125,NKE
2/28/2018,3/22/2018,0.68,0.53,0.15,28.3019,NKE
11/30/2017,12/21/2017,0.46,0.4,0.06,15,NKE
8/31/2017,9/26/2017,0.57,0.48,0.09,18.75,NKE
5/31/2017,6/29/2017,0.6,0.5,0.1,20,NKE
2/28/2017,3/21/2017,0.68,0.53,0.15,28.3019,NKE
11/30/2016,12/20/2016,0.5,0.43,0.07,16.2791,NKE
8/31/2016,9/27/2016,0.73,0.56,0.17,30.3571,NKE
5/31/2016,6/28/2016,0.49,0.48,0.01,2.0833,NKE
2/29/2016,3/22/2016,0.55,0.48,0.07,14.5833,NKE
11/30/2015,12/22/2015,0.45,0.43,0.02,4.6512,NKE
8/31/2015,9/24/2015,0.67,0.6,0.07,11.6667,NKE
5/31/2015,6/25/2015,0.49,0.42,0.07,16.6667,NKE
2/28/2015,3/19/2015,0.45,0.42,0.03,7.1429,NKE
11/30/2014,12/18/2014,0.37,0.35,0.02,5.7143,NKE
8/31/2014,9/25/2014,0.55,0.44,0.11,25,NKE
5/31/2014,6/26/2014,0.39,0.38,0.01,2.6316,NKE
2/28/2014,3/20/2014,0.38,0.36,0.02,5.5556,NKE
11/30/2013,12/19/2013,0.3,0.29,0.01,3.4483,NKE
8/31/2013,9/26/2013,0.43,0.39,0.04,10.2564,NKE
5/31/2013,6/27/2013,0.38,0.37,0.01,2.7027,NKE
2/28/2013,3/21/2013,0.37,0.33,0.04,12.1212,NKE
11/30/2012,12/20/2012,0.28,0.25,0.03,12,NKE
8/31/2012,9/27/2012,0.31,0.28,0.03,10.7143,NKE
5/31/2012,6/28/2012,0.29,0.34,-0.05,-14.7059,NKE
2/29/2012,3/22/2012,0.3,0.29,0.01,3.4483,NKE
11/30/2011,12/20/2011,0.25,0.24,0.01,4.1667,NKE
8/31/2011,9/22/2011,0.34,0.3,0.04,13.3333,NKE
5/31/2011,6/27/2011,0.31,0.29,0.02,6.8966,NKE
2/28/2011,3/17/2011,0.27,0.28,-0.01,-3.5714,NKE
11/30/2010,12/21/2010,0.24,0.22,0.02,9.0909,NKE
8/31/2010,9/23/2010,0.28,0.25,0.03,12,NKE
5/31/2010,6/23/2010,0.27,0.26,0.01,3.8462,NKE
2/28/2010,3/17/2010,0.25,0.22,0.03,13.6364,NKE
11/30/2009,12/17/2009,0.19,0.18,0.01,5.5556,NKE
8/31/2009,9/29/2009,0.26,0.24,0.02,8.3333,NKE
5/31/2009,6/24/2009,0.25,0.24,0.01,4.1667,NKE
2/28/2009,3/18/2009,0.25,0.2,0.05,25,NKE
11/30/2008,12/17/2008,0.2,0.19,0.01,5.2632,NKE
8/31/2008,9/24/2008,0.26,0.23,0.03,13.0435,NKE
5/31/2008,6/25/2008,0.25,0.24,0.01,4.1667,NKE
2/29/2008,3/19/2008,0.23,0.2,0.03,15,NKE
11/30/2007,12/19/2007,0.18,0.16,0.02,12.5,NKE
8/31/2007,9/20/2007,0.28,0.22,0.06,27.2727,NKE
5/31/2007,6/26/2007,0.22,0.21,0.01,4.7619,NKE
2/28/2007,3/22/2007,0.17,0.17,0,0,NKE
11/30/2006,12/20/2006,0.16,0.14,0.02,14.2857,NKE
8/31/2006,9/21/2006,0.18,0.18,0,0,NKE
5/31/2006,6/27/2006,0.17,0.17,0,0,NKE
2/28/2006,3/21/2006,0.16,0.14,0.02,14.2857,NKE
11/30/2005,12/20/2005,0.14,0.13,0.01,7.6923,NKE
8/31/2005,9/19/2005,0.2,0.18,0.02,11.1111,NKE
5/31/2005,6/27/2005,0.16,0.16,0,0,NKE
2/28/2005,3/17/2005,0.13,0.12,0.01,8.3333,NKE
11/30/2004,12/16/2004,0.12,0.11,0.01,9.0909,NKE
8/31/2004,9/20/2004,0.15,0.14,0.01,7.1429,NKE
5/31/2004,6/24/2004,0.14,0.14,0,0,NKE
2/29/2004,3/18/2004,0.09,0.09,0,0,NKE
11/30/2003,12/18/2003,0.08,0.08,0,0,NKE
8/31/2003,9/18/2003,0.12,0.11,0.01,9.0909,NKE
5/31/2003,6/26/2003,0.12,0.12,0,0,NKE
2/28/2003,3/19/2003,0.06,0.06,0,0,NKE
11/30/2002,12/19/2002,0.07,0.07,0,0,NKE
8/31/2002,9/18/2002,0.1,0.1,0,0,NKE
5/31/2002,6/27/2002,0.1,0.09,0.01,11.1111,NKE
2/28/2002,3/21/2002,0.06,0.06,0,0,NKE
11/30/2001,12/20/2001,0.06,0.06,0,0,NKE
8/31/2001,9/20/2001,0.09,0.09,0,0,NKE
5/31/2001,6/28/2001,0.08,0.07,0.01,14.2857,NKE
2/28/2001,3/20/2001,0.04,0.04,0,0,NKE
11/30/2000,12/19/2000,0.06,0.06,0,0,NKE
8/31/2000,9/14/2000,0.1,0.09,0.01,11.1111,NKE
5/31/2000,6/29/2000,0.06,0.06,0,0,NKE
2/29/2000,3/16/2000,0.07,0.06,0.01,16.6667,NKE
11/30/1999,12/16/1999,0.05,0.04,0.01,25,NKE
8/31/1999,9/17/1999,0.09,0.08,0.01,12.5,NKE
5/31/1999,6/30/1999,0.05,0.05,0,0,NKE
2/28/1999,3/18/1999,0.06,0.05,0.01,20,NKE
11/30/1998,12/17/1998,0.03,0.03,0,0,NKE
8/31/1998,9/17/1998,0.07,0.06,0.01,16.6667,NKE
5/31/1998,6/30/1998,0.01,None,None,None,NKE
2/28/1998,3/18/1998,0.03,0.03,0,0,NKE
11/30/1997,12/18/1997,0.06,0.07,-0.01,-14.2857,NKE
8/31/1997,9/19/1997,0.11,0.11,0,0,NKE
5/31/1997,7/1/1997,0.07,0.07,0,0,NKE
2/28/1997,3/20/1997,0.1,0.09,0.01,11.1111,NKE
11/30/1996,12/18/1996,0.08,0.07,0.01,14.2857,NKE
8/31/1996,9/16/1996,0.1,0.09,0.01,11.1111,NKE
5/31/1996,7/9/1996,0.07,0.06,0.01,16.6667,NKE
2/29/1996,3/14/1996,0.05,0.05,0,0,NKE
3/31/2023,4/19/2023,1.03,0.99,0.04,4.0404,ABT
12/31/2022,1/25/2023,1.03,0.92,0.11,11.9565,ABT
9/30/2022,10/19/2022,1.15,0.94,0.21,22.3404,ABT
6/30/2022,7/20/2022,1.43,1.13,0.3,26.5487,ABT
3/31/2022,4/20/2022,1.73,1.47,0.26,17.6871,ABT
12/31/2021,1/26/2022,1.32,1.21,0.11,9.0909,ABT
9/30/2021,10/20/2021,1.4,0.95,0.45,47.3684,ABT
6/30/2021,7/22/2021,1.17,1.02,0.15,14.7059,ABT
3/31/2021,4/20/2021,1.32,1.27,0.05,3.937,ABT
12/31/2020,1/27/2021,1.45,1.35,0.1,7.4074,ABT
9/30/2020,10/21/2020,0.98,0.91,0.07,7.6923,ABT
6/30/2020,7/16/2020,0.57,0.42,0.15,35.7143,ABT
3/31/2020,4/16/2020,0.65,0.58,0.07,12.069,ABT
12/31/2019,1/22/2020,0.95,0.95,0,0,ABT
9/30/2019,10/16/2019,0.84,0.84,0,0,ABT
6/30/2019,7/17/2019,0.82,0.8,0.02,2.5,ABT
3/31/2019,4/17/2019,0.63,0.61,0.02,3.2787,ABT
12/31/2018,1/23/2019,0.81,0.81,0,0,ABT
9/30/2018,10/17/2018,0.75,0.75,0,0,ABT
6/30/2018,7/18/2018,0.73,0.71,0.02,2.8169,ABT
3/31/2018,4/18/2018,0.59,0.58,0.01,1.7241,ABT
12/31/2017,1/24/2018,0.74,0.73,0.01,1.3699,ABT
9/30/2017,10/18/2017,0.66,0.65,0.01,1.5385,ABT
6/30/2017,7/20/2017,0.62,0.61,0.01,1.6393,ABT
3/31/2017,4/19/2017,0.48,0.43,0.05,11.6279,ABT
12/31/2016,1/25/2017,0.65,0.65,0,0,ABT
9/30/2016,10/19/2016,0.59,0.58,0.01,1.7241,ABT
6/30/2016,7/20/2016,0.55,0.53,0.02,3.7736,ABT
3/31/2016,4/20/2016,0.41,0.39,0.02,5.1282,ABT
12/31/2015,1/28/2016,0.62,0.61,0.01,1.6393,ABT
9/30/2015,10/21/2015,0.54,0.53,0.01,1.8868,ABT
6/30/2015,7/22/2015,0.52,0.5,0.02,4,ABT
3/31/2015,4/22/2015,0.47,0.42,0.05,11.9048,ABT
12/31/2014,1/29/2015,0.71,0.68,0.03,4.4118,ABT
9/30/2014,10/22/2014,0.62,0.59,0.03,5.0847,ABT
6/30/2014,7/16/2014,0.54,0.51,0.03,5.8824,ABT
3/31/2014,4/16/2014,0.41,0.36,0.05,13.8889,ABT
12/31/2013,1/22/2014,0.58,0.58,0,0,ABT
9/30/2013,10/16/2013,0.55,0.51,0.04,7.8431,ABT
6/30/2013,7/17/2013,0.46,0.44,0.02,4.5455,ABT
3/31/2013,4/17/2013,0.42,0.41,0.01,2.439,ABT
12/31/2012,1/23/2013,1.51,1.5,0.01,0.6667,ABT
9/30/2012,10/17/2012,1.3,1.28,0.02,1.5625,ABT
6/30/2012,7/18/2012,1.23,1.22,0.01,0.8197,ABT
3/31/2012,4/18/2012,1.03,1,0.03,3,ABT
12/31/2011,1/25/2012,1.45,1.44,0.01,0.6944,ABT
9/30/2011,10/19/2011,1.18,1.17,0.01,0.8547,ABT
6/30/2011,7/20/2011,1.12,1.11,0.01,0.9009,ABT
3/31/2011,4/20/2011,0.91,0.9,0.01,1.1111,ABT
12/31/2010,1/26/2011,1.3,1.29,0.01,0.7752,ABT
9/30/2010,10/20/2010,1.05,1.04,0.01,0.9615,ABT
6/30/2010,7/21/2010,1.01,1,0.01,1,ABT
3/31/2010,4/21/2010,0.81,0.8,0.01,1.25,ABT
12/31/2009,1/27/2010,1.18,1.17,0.01,0.8547,ABT
9/30/2009,10/14/2009,0.92,0.9,0.02,2.2222,ABT
6/30/2009,7/15/2009,0.89,0.89,0,0,ABT
3/31/2009,4/15/2009,0.73,0.7,0.03,4.2857,ABT
12/31/2008,1/21/2009,1.06,1.06,0,0,ABT
9/30/2008,10/15/2008,0.79,0.77,0.02,2.5974,ABT
6/30/2008,7/16/2008,0.84,0.79,0.05,6.3291,ABT
3/31/2008,4/16/2008,0.63,0.62,0.01,1.6129,ABT
12/31/2007,1/23/2008,0.93,0.92,0.01,1.087,ABT
9/30/2007,10/17/2007,0.67,0.66,0.01,1.5152,ABT
6/30/2007,7/18/2007,0.69,0.68,0.01,1.4706,ABT
3/31/2007,4/18/2007,0.55,0.52,0.03,5.7692,ABT
12/31/2006,1/24/2007,0.75,0.74,0.01,1.3514,ABT
9/30/2006,10/18/2006,0.58,0.58,0,0,ABT
6/30/2006,7/19/2006,0.62,0.57,0.05,8.7719,ABT
3/31/2006,4/19/2006,0.57,0.57,0,0,ABT
12/31/2005,1/25/2006,0.76,0.76,0,0,ABT
9/30/2005,10/19/2005,0.58,0.58,0,0,ABT
6/30/2005,7/13/2005,0.58,0.57,0.01,1.7544,ABT
3/31/2005,4/12/2005,0.58,0.58,0,0,ABT
12/31/2004,1/18/2005,0.67,0.67,0,0,ABT
9/30/2004,10/14/2004,0.53,0.53,0,0,ABT
6/30/2004,7/9/2004,0.54,0.54,0,0,ABT
3/31/2004,4/8/2004,0.57,0.56,0.01,1.7857,ABT
12/31/2003,1/16/2004,0.65,0.65,0,0,ABT
9/30/2003,10/9/2003,0.53,0.53,0,0,ABT
6/30/2003,7/10/2003,0.52,0.52,0,0,ABT
3/31/2003,4/9/2003,0.51,0.51,0,0,ABT
12/31/2002,1/16/2003,0.55,0.56,-0.01,-1.7857,ABT
9/30/2002,10/9/2002,0.48,0.48,0,0,ABT
6/30/2002,7/11/2002,0.49,0.49,0,0,ABT
3/31/2002,4/9/2002,0.54,0.54,0,0,ABT
12/31/2001,1/16/2002,0.52,0.52,0,0,ABT
9/30/2001,10/10/2001,0.44,0.44,0,0,ABT
6/30/2001,7/12/2001,0.45,0.45,0,0,ABT
3/31/2001,4/12/2001,0.47,0.47,0,0,ABT
12/31/2000,1/16/2001,0.48,0.48,0,0,ABT
9/30/2000,10/10/2000,0.42,0.42,0,0,ABT
6/30/2000,7/12/2000,0.44,0.44,0,0,ABT
3/31/2000,4/11/2000,0.44,0.44,0,0,ABT
12/31/1999,1/18/2000,0.43,0.43,0,0,ABT
9/30/1999,10/11/1999,0.38,0.38,0,0,ABT
6/30/1999,7/9/1999,0.42,0.42,0,0,ABT
3/31/1999,4/8/1999,0.44,0.43,0.01,2.3256,ABT
12/31/1998,1/15/1999,0.41,0.41,0,0,ABT
9/30/1998,10/8/1998,0.34,0.34,0,0,ABT
6/30/1998,7/9/1998,0.38,0.37,0.01,2.7027,ABT
3/31/1998,4/9/1998,0.38,0.38,0,0,ABT
12/31/1997,1/16/1998,0.37,0.37,0,0,ABT
9/30/1997,10/8/1997,0.31,0.31,0,0,ABT
6/30/1997,7/10/1997,0.34,0.34,0,0,ABT
3/31/1997,4/9/1997,0.35,0.34,0.01,2.9412,ABT
12/31/1996,1/16/1997,0.33,0.33,0,0,ABT
9/30/1996,10/8/1996,0.27,0.27,0,0,ABT
6/30/1996,7/10/1996,0.3,0.3,0,0,ABT
3/31/1996,4/8/1996,0.31,0.29,0.02,6.8966,ABT
