fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,symbol
9/30/2008,10/22/2008,0.01,0.01,0,0,AMZN
6/30/2008,7/23/2008,0.02,0.01,0.01,100,AMZN
3/31/2008,4/23/2008,0.02,0.02,0,0,AMZN
12/31/2007,1/30/2008,0.02,0.02,0,0,AMZN
9/30/2007,10/23/2007,0.01,0.01,0,0,AMZN
6/30/2007,7/24/2007,0.01,0.01,0,0,AMZN
3/31/2007,4/24/2007,0.01,0.01,0,0,AMZN
12/31/2006,2/1/2007,0.01,0.01,0,0,AMZN
9/30/2006,10/24/2006,0.05,0.03,0.02,66.6667,AMZN
6/30/2006,7/25/2006,0.05,0.06,-0.01,-16.6667,AMZN
3/31/2006,4/25/2006,0.01,0.01,0,0,AMZN
12/31/2005,2/2/2006,0.02,0.01,0.01,100,AMZN
9/30/2005,10/25/2005,0.07,0.1,-0.03,-30,AMZN
6/30/2005,7/26/2005,0.01,0.01,0,0,AMZN
3/31/2005,4/26/2005,0.01,0.01,0,0,AMZN
12/31/2004,2/2/2005,0.02,0.02,0,0,AMZN
9/30/2004,10/21/2004,0.01,0.01,0,0,AMZN
6/30/2004,7/22/2004,0.01,0.01,0,0,AMZN
3/31/2004,4/22/2004,0.01,0.01,0,0,AMZN
12/31/2003,1/27/2004,0.01,0.01,0,0,AMZN
9/30/2003,10/21/2003,0.01,0.1,-0.09,-90,AMZN
6/30/2003,7/22/2003,0.01,0.06,-0.05,-83.3333,AMZN
3/31/2003,4/24/2003,0.01,0.04,-0.03,-75,AMZN
12/31/2002,1/23/2003,0.01,0.01,0,0,AMZN
9/30/2002,10/24/2002,-0.0924,-0.04,-0.0524,-131,AMZN
6/30/2002,7/23/2002,-0.01,-0.06,0.05,83.3333,AMZN
3/31/2002,4/23/2002,-0.01,-0.09,0.08,88.8889,AMZN
12/31/2001,1/22/2002,0.09,-0.07,0.16,228.5714,AMZN
9/30/2001,10/23/2001,-0.01,-0.01,0,0,AMZN
6/30/2001,7/23/2001,-0.01,-0.01,0,0,AMZN
3/31/2001,4/24/2001,-0.01,-0.01,0,0,AMZN
12/31/2000,1/30/2001,-0.01,-0.01,0,0,AMZN
9/30/2000,10/24/2000,-0.01,-0.01,0,0,AMZN
6/30/2000,7/26/2000,-0.02,-0.02,0,0,AMZN
3/31/2000,4/26/2000,-0.02,-0.02,0,0,AMZN
12/31/1999,2/2/2000,-0.03,-0.02,-0.01,-50,AMZN
9/30/1999,10/27/1999,-0.01,-0.01,0,0,AMZN
6/30/1999,7/21/1999,-0.01,-0.01,0,0,AMZN
3/31/1999,4/28/1999,-0.01,-0.01,0,0,AMZN
12/31/1998,1/26/1999,-0.07,-0.09,0.02,22.2222,AMZN
9/30/1998,10/28/1998,-0.08,-0.1,0.02,20,AMZN
6/30/1998,7/22/1998,-0.07,-0.07,0,0,AMZN
3/31/1998,4/27/1998,-0.03,-0.04,0.01,25,AMZN
12/31/1997,1/22/1998,-0.03,-0.04,0.01,25,AMZN
9/30/1997,10/27/1997,-0.03,-0.03,0,0,AMZN
6/30/1997,7/10/1997,-0.02,-0.03,0.01,33.3333,AMZN
3/31/2023,4/28/2023,2.83,2.59,0.24,9.2664,XOM
12/31/2022,1/31/2023,3.4,3.29,0.11,3.3435,XOM
9/30/2022,10/28/2022,4.45,3.79,0.66,17.4142,XOM
6/30/2022,7/29/2022,4.14,3.74,0.4,10.6952,XOM
3/31/2022,4/29/2022,2.07,2.12,-0.05,-2.3585,XOM
12/31/2021,2/1/2022,2.05,1.94,0.11,5.6701,XOM
9/30/2021,10/29/2021,1.58,1.56,0.02,1.2821,XOM
6/30/2021,7/30/2021,1.1,0.99,0.11,11.1111,XOM
3/31/2021,4/30/2021,0.65,0.59,0.06,10.1695,XOM
12/31/2020,2/2/2021,0.03,0.01,0.02,200,XOM
9/30/2020,10/30/2020,-0.18,-0.25,0.07,28,XOM
6/30/2020,7/31/2020,-0.7,-0.61,-0.09,-14.7541,XOM
3/31/2020,5/1/2020,0.53,0.01,0.52,5200,XOM
12/31/2019,1/31/2020,0.41,0.43,-0.02,-4.6512,XOM
9/30/2019,11/1/2019,0.75,0.67,0.08,11.9403,XOM
6/30/2019,8/2/2019,0.73,0.66,0.07,10.6061,XOM
3/31/2019,4/26/2019,0.55,0.7,-0.15,-21.4286,XOM
12/31/2018,2/1/2019,1.41,1.08,0.33,30.5556,XOM
9/30/2018,11/2/2018,1.46,1.23,0.23,18.6992,XOM
6/30/2018,7/27/2018,0.92,1.27,-0.35,-27.5591,XOM
3/31/2018,4/27/2018,1.09,1.12,-0.03,-2.6786,XOM
12/31/2017,2/2/2018,0.88,1.04,-0.16,-15.3846,XOM
9/30/2017,10/27/2017,0.97,0.86,0.11,12.7907,XOM
6/30/2017,7/28/2017,0.78,0.84,-0.06,-7.1429,XOM
3/31/2017,4/28/2017,0.95,0.85,0.1,11.7647,XOM
12/31/2016,1/31/2017,0.9,0.7,0.2,28.5714,XOM
9/30/2016,10/28/2016,0.63,0.58,0.05,8.6207,XOM
6/30/2016,7/29/2016,0.41,0.64,-0.23,-35.9375,XOM
3/31/2016,4/29/2016,0.43,0.31,0.12,38.7097,XOM
12/31/2015,2/2/2016,0.67,0.63,0.04,6.3492,XOM
9/30/2015,10/30/2015,1.01,0.89,0.12,13.4831,XOM
6/30/2015,7/31/2015,1,1.11,-0.11,-9.9099,XOM
3/31/2015,4/30/2015,1.17,0.83,0.34,40.9639,XOM
12/31/2014,2/2/2015,1.32,1.34,-0.02,-1.4925,XOM
9/30/2014,10/31/2014,1.89,1.71,0.18,10.5263,XOM
6/30/2014,7/31/2014,2.05,1.86,0.19,10.2151,XOM
3/31/2014,5/1/2014,2.1,1.88,0.22,11.7021,XOM
12/31/2013,1/30/2014,1.91,1.92,-0.01,-0.5208,XOM
9/30/2013,10/31/2013,1.79,1.77,0.02,1.1299,XOM
6/30/2013,8/1/2013,1.55,1.9,-0.35,-18.4211,XOM
3/31/2013,4/25/2013,2.12,2.05,0.07,3.4146,XOM
12/31/2012,2/1/2013,2.2,2,0.2,10,XOM
9/30/2012,11/1/2012,2.09,1.95,0.14,7.1795,XOM
6/30/2012,7/26/2012,1.8,1.95,-0.15,-7.6923,XOM
3/31/2012,4/26/2012,2,2.09,-0.09,-4.3062,XOM
12/31/2011,1/31/2012,1.97,1.96,0.01,0.5102,XOM
9/30/2011,10/27/2011,2.13,2.12,0.01,0.4717,XOM
6/30/2011,7/28/2011,2.18,2.32,-0.14,-6.0345,XOM
3/31/2011,4/28/2011,2.14,2.08,0.06,2.8846,XOM
12/31/2010,1/31/2011,1.85,1.63,0.22,13.4969,XOM
9/30/2010,10/28/2010,1.44,1.39,0.05,3.5971,XOM
6/30/2010,7/29/2010,1.6,1.46,0.14,9.589,XOM
3/31/2010,4/29/2010,1.33,1.41,-0.08,-5.6738,XOM
12/31/2009,2/1/2010,1.27,1.19,0.08,6.7227,XOM
9/30/2009,10/29/2009,0.98,1.03,-0.05,-4.8544,XOM
6/30/2009,7/30/2009,0.84,1.02,-0.18,-17.6471,XOM
3/31/2009,4/30/2009,0.92,0.95,-0.03,-3.1579,XOM
12/31/2008,1/30/2009,1.55,1.45,0.1,6.8966,XOM
9/30/2008,10/30/2008,2.59,2.38,0.21,8.8235,XOM
6/30/2008,7/31/2008,2.27,2.52,-0.25,-9.9206,XOM
3/31/2008,5/1/2008,2.03,2.14,-0.11,-5.1402,XOM
12/31/2007,2/1/2008,2.13,1.95,0.18,9.2308,XOM
9/30/2007,11/1/2007,1.7,1.75,-0.05,-2.8571,XOM
6/30/2007,7/26/2007,1.83,1.96,-0.13,-6.6327,XOM
3/31/2007,4/26/2007,1.62,1.52,0.1,6.5789,XOM
12/31/2006,2/1/2007,1.69,1.51,0.18,11.9205,XOM
9/30/2006,10/26/2006,1.77,1.59,0.18,11.3208,XOM
6/30/2006,7/27/2006,1.72,1.64,0.08,4.878,XOM
3/31/2006,4/27/2006,1.37,1.47,-0.1,-6.8027,XOM
12/31/2005,1/30/2006,1.65,1.44,0.21,14.5833,XOM
9/30/2005,10/27/2005,1.32,1.38,-0.06,-4.3478,XOM
6/30/2005,7/28/2005,1.23,1.24,-0.01,-0.8065,XOM
3/31/2005,4/28/2005,1.15,1.2,-0.05,-4.1667,XOM
12/31/2004,1/31/2005,1.3,1.07,0.23,21.4953,XOM
9/30/2004,10/28/2004,0.96,0.87,0.09,10.3448,XOM
6/30/2004,7/29/2004,0.88,0.88,0,0,XOM
3/31/2004,4/29/2004,0.83,0.75,0.08,10.6667,XOM
12/31/2003,1/29/2004,0.68,0.58,0.1,17.2414,XOM
9/30/2003,10/30/2003,0.55,0.62,-0.07,-11.2903,XOM
6/30/2003,7/31/2003,0.62,0.56,0.06,10.7143,XOM
3/31/2003,5/1/2003,0.71,0.7,0.01,1.4286,XOM
12/31/2002,1/30/2003,0.56,0.5,0.06,12,XOM
9/30/2002,10/31/2002,0.44,0.43,0.01,2.3256,XOM
6/30/2002,8/1/2002,0.39,0.46,-0.07,-15.2174,XOM
3/31/2002,4/23/2002,0.31,0.4,-0.09,-22.5,XOM
12/31/2001,1/23/2002,0.42,0.39,0.03,7.6923,XOM
9/30/2001,10/23/2001,0.48,0.51,-0.03,-5.8824,XOM
6/30/2001,7/24/2001,0.64,0.65,-0.01,-1.5385,XOM
3/31/2001,4/23/2001,0.37,0.67,-0.3,-44.7761,XOM
12/31/2000,1/24/2001,0.73,0.62,0.11,17.7419,XOM
9/30/2000,10/24/2000,0.61,0.45,0.16,35.5556,XOM
6/30/2000,7/25/2000,0.59,0.53,0.06,11.3208,XOM
3/31/2000,4/25/2000,0.48,0.44,0.04,9.0909,XOM
12/31/1999,1/25/2000,0.39,0.38,0.01,2.6316,XOM
9/30/1999,10/25/1999,0.31,0.3,0.01,3.3333,XOM
6/30/1999,7/21/1999,0.25,0.27,-0.02,-7.4074,XOM
3/31/1999,4/21/1999,0.24,0.23,0.01,4.3478,XOM
12/31/1998,1/21/1999,0.31,0.3,0.01,3.3333,XOM
9/30/1998,10/21/1998,0.29,0.29,0,0,XOM
6/30/1998,7/21/1998,0.33,0.32,0.01,3.125,XOM
3/31/1998,4/21/1998,0.38,0.34,0.04,11.7647,XOM
12/31/1997,1/21/1998,0.5,0.37,0.13,35.1351,XOM
9/30/1997,10/21/1997,0.37,0.35,0.02,5.7143,XOM
6/30/1997,7/21/1997,0.4,0.35,0.05,14.2857,XOM
3/31/1997,4/21/1997,0.44,0.41,0.03,7.3171,XOM
12/31/1996,1/21/1997,0.42,0.38,0.04,10.5263,XOM
9/30/1996,10/21/1996,0.31,0.3,0.01,3.3333,XOM
6/30/1996,7/22/1996,0.32,0.33,-0.01,-3.0303,XOM
3/31/1996,4/22/1996,0.35,0.33,0.02,6.0606,XOM
3/31/2023,4/20/2023,1.31,1.2,0.11,9.1667,TSM
12/31/2022,1/12/2023,1.91,1.76,0.15,8.5227,TSM
9/30/2022,10/13/2022,1.79,1.69,0.1,5.9172,TSM
6/30/2022,7/14/2022,1.55,1.51,0.04,2.649,TSM
3/31/2022,4/14/2022,1.39,1.33,0.06,4.5113,TSM
12/31/2021,1/28/2022,1.15,1.14,0.01,0.8772,TSM
9/30/2021,10/13/2021,1.08,1.04,0.04,3.8462,TSM
6/30/2021,7/15/2021,0.93,0.93,0,0,TSM
3/31/2021,4/15/2021,0.96,0.94,0.02,2.1277,TSM
12/31/2020,1/14/2021,0.97,0.95,0.02,2.1053,TSM
9/30/2020,10/14/2020,0.9,0.77,0.13,16.8831,TSM
6/30/2020,7/16/2020,0.78,0.77,0.01,1.2987,TSM
3/31/2020,4/16/2020,0.75,0.73,0.02,2.7397,TSM
12/31/2019,1/16/2020,0.73,0.73,0,0,TSM
9/30/2019,11/8/2019,0.62,0.63,-0.01,-1.5873,TSM
6/30/2019,7/25/2019,0.41,0.41,0,0,TSM
3/31/2019,4/19/2019,0.39,0.38,0.01,2.6316,TSM
12/31/2018,1/21/2019,0.63,0.63,0,0,TSM
9/30/2018,10/18/2018,0.56,0.56,0,0,TSM
6/30/2018,7/20/2018,0.47,0.47,0,0,TSM
3/31/2018,4/19/2018,0.59,0.6,-0.01,-1.6667,TSM
12/31/2017,1/17/2018,0.64,0.62,0.02,3.2258,TSM
9/30/2017,10/19/2017,0.57,0.57,0,0,TSM
6/30/2017,8/14/2017,0.43,0.42,0.01,2.381,TSM
3/31/2017,4/13/2017,0.54,0.54,0,0,TSM
12/31/2016,1/12/2017,0.61,0.59,0.02,3.3898,TSM
9/30/2016,10/13/2016,0.59,0.57,0.02,3.5088,TSM
6/30/2016,7/14/2016,0.43,0.41,0.02,4.878,TSM
3/31/2016,4/19/2016,0.38,0.38,0,0,TSM
12/31/2015,1/14/2016,0.43,0.4,0.03,7.5,TSM
9/30/2015,10/16/2015,0.46,0.45,0.01,2.2222,TSM
6/30/2015,8/11/2015,0.5,0.47,0.03,6.383,TSM
3/31/2015,4/16/2015,0.48,0.48,0,0,TSM
12/31/2014,1/15/2015,0.5,0.49,0.01,2.0408,TSM
9/30/2014,10/16/2014,0.49,0.48,0.01,2.0833,TSM
6/30/2014,7/16/2014,0.38,0.37,0.01,2.7027,TSM
3/31/2014,4/17/2014,0.31,0.3,0.01,3.3333,TSM
12/31/2013,1/16/2014,0.29,0.27,0.02,7.4074,TSM
9/30/2013,10/17/2013,0.34,0.33,0.01,3.0303,TSM
6/30/2013,7/18/2013,0.33,0.32,0.01,3.125,TSM
3/31/2013,4/18/2013,0.26,0.25,0.01,4,TSM
12/31/2012,1/17/2013,0.28,0.28,0,0,TSM
9/30/2012,10/25/2012,0.32,0.31,0.01,3.2258,TSM
6/30/2012,7/19/2012,0.27,0.27,0,0,TSM
3/31/2012,4/26/2012,0.22,0.19,0.03,15.7895,TSM
12/31/2011,1/18/2012,0.2,0.2,0,0,TSM
9/30/2011,10/27/2011,0.2,0.2,0,0,TSM
6/30/2011,7/28/2011,0.24,0.25,-0.01,-4,TSM
3/31/2011,4/29/2011,0.24,0.24,0,0,TSM
12/31/2010,2/3/2011,0.26,0.26,0,0,TSM
9/30/2010,10/28/2010,0.28,0.24,0.04,16.6667,TSM
6/30/2010,7/30/2010,0.24,0.23,0.01,4.3478,TSM
3/31/2010,4/28/2010,0.2,0.19,0.01,5.2632,TSM
12/31/2009,1/28/2010,0.19,0.19,0,0,TSM
9/30/2009,10/29/2009,0.18,0.18,0,0,TSM
6/30/2009,7/30/2009,0.14,0.13,0.01,7.6923,TSM
3/31/2009,4/30/2009,0.01,0,0,0,TSM
12/31/2008,1/22/2009,0.07,0.07,0,0,TSM
9/30/2008,10/30/2008,0.19,0.2,-0.01,-5,TSM
6/30/2008,7/31/2008,0.18,0.18,0,0,TSM
3/31/2008,4/29/2008,0.17,0.16,0.01,6.25,TSM
12/31/2007,1/31/2008,0.2,0.19,0.01,5.2632,TSM
9/30/2007,10/25/2007,0.17,0.18,-0.01,-5.5556,TSM
6/30/2007,7/26/2007,0.15,0.14,0.01,7.1429,TSM
3/31/2007,4/26/2007,0.11,0.11,0,0,TSM
12/31/2006,1/25/2007,0.16,0.15,0.01,6.6667,TSM
9/30/2006,10/26/2006,0.19,0.19,0,0,TSM
6/30/2006,7/27/2006,0.2,0.19,0.01,5.2632,TSM
3/31/2006,4/27/2006,0.19,0.17,0.02,11.7647,TSM
12/31/2005,1/26/2006,0.2,0.19,0.01,5.2632,TSM
9/30/2005,10/27/2005,0.14,0.14,0,0,TSM
6/30/2005,7/26/2005,0.11,0.11,0,0,TSM
3/31/2005,4/26/2005,0.1,0.1,0,0,TSM
12/31/2004,1/27/2005,0.14,0.12,0.02,16.6667,TSM
9/30/2004,10/26/2004,0.16,0.14,0.02,14.2857,TSM
6/30/2004,7/29/2004,0.14,0.12,0.02,16.6667,TSM
3/31/2004,4/21/2004,0.11,0.1,0.01,10,TSM
12/31/2003,1/29/2004,0.1,0.09,0.01,11.1111,TSM
9/30/2003,10/28/2003,0.09,0.08,0.01,12.5,TSM
6/30/2003,7/24/2003,0.06,0.05,0.01,20,TSM
3/31/2003,4/29/2003,0.02,0.01,0.01,100,TSM
12/31/2002,1/28/2003,0.01,0.02,-0.01,-50,TSM
9/30/2002,10/22/2002,0.01,0.04,-0.03,-75,TSM
6/30/2002,7/25/2002,0.05,0.06,-0.01,-16.6667,TSM
3/31/2002,5/9/2002,0.04,0.04,0,0,TSM
12/31/2001,1/28/2002,0.03,0.03,0,0,TSM
9/30/2001,10/26/2001,0.01,0.01,0,0,TSM
6/30/2001,6/30/2001,0.0019,0,0,0,TSM
3/31/2001,3/31/2001,0.0532,0,0,0,TSM
12/31/2000,3/30/2001,0.14,0.13,0.01,7.6923,TSM
9/30/2000,10/19/2000,0.13,0.12,0.01,8.3333,TSM
6/30/2000,7/31/2000,0.1,0.08,0.02,25,TSM
3/31/2000,4/27/2000,0.08,0.07,0.01,14.2857,TSM
12/31/1999,1/27/2000,0.06,0.06,0,0,TSM
9/30/1999,10/25/1999,0.05,0.05,0,0,TSM
6/30/1999,9/10/1999,0.05,0.04,0.01,25,TSM
3/31/1999,4/21/1999,0.04,0.02,0.02,100,TSM
12/31/1998,1/11/1999,0.03,0.03,0,0,TSM
3/31/1998,4/27/1998,0.04,0.04,0,0,TSM
12/31/1997,3/11/1998,0.04,0.03,0.01,33.3333,TSM
1/31/2023,2/22/2023,0.88,0.81,0.07,8.642,NVDA
10/31/2022,11/16/2022,0.58,0.69,-0.11,-15.942,NVDA
7/31/2022,8/24/2022,0.51,1.26,-0.75,-59.5238,NVDA
4/30/2022,5/25/2022,1.36,1.29,0.07,5.4264,NVDA
1/31/2022,2/16/2022,1.32,1.22,0.1,8.1967,NVDA
10/31/2021,11/17/2021,1.17,1.11,0.06,5.4054,NVDA
7/31/2021,8/18/2021,1.04,1.01,0.03,2.9703,NVDA
4/30/2021,5/26/2021,0.92,0.82,0.1,12.1951,NVDA
1/31/2021,2/24/2021,0.78,0.7,0.08,11.4286,NVDA
10/31/2020,11/18/2020,0.73,0.64,0.09,14.0625,NVDA
7/31/2020,8/19/2020,0.55,0.49,0.06,12.2449,NVDA
4/30/2020,5/21/2020,0.45,0.42,0.03,7.1429,NVDA
1/31/2020,2/13/2020,0.47,0.42,0.05,11.9048,NVDA
10/31/2019,11/14/2019,0.45,0.39,0.06,15.3846,NVDA
7/31/2019,8/15/2019,0.31,0.29,0.02,6.8966,NVDA
4/30/2019,5/16/2019,0.22,0.2,0.02,10,NVDA
1/31/2019,2/14/2019,0.2,0.19,0.01,5.2632,NVDA
10/31/2018,11/15/2018,0.46,0.47,-0.01,-2.1277,NVDA
7/31/2018,8/16/2018,0.49,0.44,0.05,11.3636,NVDA
4/30/2018,5/10/2018,0.51,0.4,0.11,27.5,NVDA
1/31/2018,2/8/2018,0.39,0.29,0.1,34.4828,NVDA
10/31/2017,11/9/2017,0.33,0.24,0.09,37.5,NVDA
7/31/2017,8/10/2017,0.23,0.17,0.06,35.2941,NVDA
4/30/2017,5/9/2017,0.2,0.16,0.04,25,NVDA
1/31/2017,2/9/2017,0.25,0.21,0.04,19.0476,NVDA
10/31/2016,11/10/2016,0.21,0.14,0.07,50,NVDA
7/31/2016,8/11/2016,0.1,0.09,0.01,11.1111,NVDA
4/30/2016,5/12/2016,0.08,0.08,0,0,NVDA
1/31/2016,2/17/2016,0.09,0.08,0.01,12.5,NVDA
10/31/2015,11/5/2015,0.11,0.06,0.05,83.3333,NVDA
7/31/2015,8/6/2015,0.04,0.03,0.01,33.3333,NVDA
4/30/2015,5/7/2015,0.06,0.06,0,0,NVDA
1/31/2015,2/11/2015,0.09,0.07,0.02,28.5714,NVDA
10/31/2014,11/6/2014,0.08,0.07,0.01,14.2857,NVDA
7/31/2014,8/7/2014,0.06,0.05,0.01,20,NVDA
4/30/2014,5/6/2014,0.05,0.04,0.01,25,NVDA
1/31/2014,2/12/2014,0.06,0.05,0.01,20,NVDA
10/31/2013,11/7/2013,0.05,0.05,0,0,NVDA
7/31/2013,8/8/2013,0.04,0.03,0.01,33.3333,NVDA
4/30/2013,5/9/2013,0.03,0.02,0.01,50,NVDA
1/31/2013,2/13/2013,0.07,0.06,0.01,16.6667,NVDA
10/31/2012,11/8/2012,0.08,0.07,0.01,14.2857,NVDA
7/31/2012,8/9/2012,0.06,0.04,0.02,50,NVDA
4/30/2012,5/11/2012,0.03,0.02,0.01,50,NVDA
1/31/2012,2/15/2012,0.05,0.05,0,0,NVDA
10/31/2011,11/10/2011,0.07,0.06,0.01,16.6667,NVDA
7/31/2011,8/11/2011,0.06,0.06,0,0,NVDA
4/30/2011,5/12/2011,0.06,0.05,0.01,20,NVDA
1/31/2011,2/16/2011,0.06,0.04,0.02,50,NVDA
10/31/2010,11/11/2010,0.04,0.04,0,0,NVDA
7/31/2010,8/12/2010,0.01,0.03,-0.02,-66.6667,NVDA
4/30/2010,5/13/2010,0.06,0.05,0.01,20,NVDA
1/31/2010,2/17/2010,0.06,0.05,0.01,20,NVDA
10/31/2009,11/5/2009,0.05,0.03,0.02,66.6667,NVDA
7/31/2009,8/6/2009,0.02,-0.01,0.03,300,NVDA
4/30/2009,5/7/2009,-0.02,-0.03,0.01,33.3333,NVDA
1/31/2009,2/10/2009,-0.04,-0.02,-0.02,-100,NVDA
10/31/2008,11/6/2008,0.05,0.03,0.02,66.6667,NVDA
7/31/2008,8/12/2008,0.03,0.03,0,0,NVDA
4/30/2008,5/8/2008,0.09,0.1,-0.01,-10,NVDA
1/31/2008,2/13/2008,0.12,0.12,0,0,NVDA
10/31/2007,11/8/2007,0.11,0.09,0.02,22.2222,NVDA
7/31/2007,8/9/2007,0.09,0.07,0.02,28.5714,NVDA
4/30/2007,5/10/2007,0.07,0.06,0.01,16.6667,NVDA
1/31/2007,2/13/2007,0.09,0.07,0.02,28.5714,NVDA
10/31/2006,11/9/2006,0.07,0.06,0.01,16.6667,NVDA
7/31/2006,8/10/2006,0.0375,0,0,0,NVDA
4/30/2006,5/11/2006,0.05,0.05,0,0,NVDA
1/31/2006,2/16/2006,0.04,0.04,0,0,NVDA
10/31/2005,11/9/2005,0.04,0.03,0.01,33.3333,NVDA
7/31/2005,8/11/2005,0.03,0.03,0,0,NVDA
4/30/2005,5/12/2005,0.06,0.02,0.04,200,NVDA
1/31/2005,2/17/2005,0.03,0.02,0.01,50,NVDA
10/31/2004,11/4/2004,0.02,0.01,0.01,100,NVDA
7/31/2004,8/5/2004,0.02,0.01,0.01,100,NVDA
4/30/2004,5/6/2004,0.02,0.01,0.01,100,NVDA
1/31/2004,2/12/2004,0.03,0.01,0.02,200,NVDA
10/31/2003,11/6/2003,0.01,0.01,0,0,NVDA
7/31/2003,8/7/2003,0.01,0.01,0,0,NVDA
4/30/2003,5/8/2003,0.01,0.01,0,0,NVDA
1/31/2003,2/13/2003,0.01,0.02,-0.01,-50,NVDA
10/31/2002,11/7/2002,0.01,0.01,0,0,NVDA
7/31/2002,8/15/2002,0.01,0.01,0,0,NVDA
4/30/2002,5/22/2002,0.04,0.04,0,0,NVDA
1/31/2002,2/14/2002,0.04,0.03,0.01,33.3333,NVDA
10/31/2001,11/8/2001,0.02,0.02,0,0,NVDA
7/31/2001,8/14/2001,0.02,0.02,0,0,NVDA
4/30/2001,5/22/2001,0.02,0.02,0,0,NVDA
1/31/2001,2/15/2001,0.01,0.02,-0.01,-50,NVDA
10/31/2000,11/9/2000,0.01,0.01,0,0,NVDA
7/31/2000,8/21/2000,0.01,0.01,0,0,NVDA
4/30/2000,5/16/2000,0.01,0.01,0,0,NVDA
1/31/2000,2/15/2000,0.01,0.01,0,0,NVDA
10/31/1999,11/18/1999,0.01,0.02,-0.01,-50,NVDA
7/31/1999,8/18/1999,0.02,0.02,0,0,NVDA
4/30/1999,5/18/1999,0.02,0.01,0.01,100,NVDA
3/31/2023,4/26/2023,2.2,2.03,0.17,8.3744,META
12/31/2022,2/1/2023,1.76,2.22,-0.46,-20.7207,META
9/30/2022,10/26/2022,1.64,1.89,-0.25,-13.2275,META
6/30/2022,7/27/2022,2.46,2.59,-0.13,-5.0193,META
3/31/2022,4/27/2022,2.72,2.56,0.16,6.25,META
12/31/2021,2/2/2022,3.67,3.84,-0.17,-4.4271,META
9/30/2021,10/25/2021,3.22,3.19,0.03,0.9404,META
6/30/2021,7/28/2021,3.61,3.03,0.58,19.1419,META
3/31/2021,4/28/2021,3.3,2.37,0.93,39.2405,META
12/31/2020,1/27/2021,3.88,3.22,0.66,20.4969,META
9/30/2020,10/29/2020,2.4,1.91,0.49,25.6545,META
6/30/2020,7/30/2020,1.8,1.39,0.41,29.4964,META
3/31/2020,4/29/2020,1.71,1.75,-0.04,-2.2857,META
12/31/2019,1/29/2020,2.56,2.53,0.03,1.1858,META
9/30/2019,10/30/2019,2.12,1.91,0.21,10.9948,META
6/30/2019,7/24/2019,1.99,1.88,0.11,5.8511,META
3/31/2019,4/24/2019,1.89,1.63,0.26,15.9509,META
12/31/2018,1/30/2019,2.38,2.19,0.19,8.6758,META
9/30/2018,10/30/2018,1.76,1.47,0.29,19.7279,META
6/30/2018,7/25/2018,1.74,1.72,0.02,1.1628,META
3/31/2018,4/25/2018,1.69,1.35,0.34,25.1852,META
12/31/2017,1/31/2018,2.21,1.95,0.26,13.3333,META
9/30/2017,11/1/2017,1.59,1.28,0.31,24.2188,META
6/30/2017,7/26/2017,1.32,1.13,0.19,16.8142,META
3/31/2017,5/3/2017,1.3,1.12,0.18,16.0714,META
12/31/2016,2/1/2017,1.41,1.31,0.1,7.6336,META
9/30/2016,11/2/2016,1.09,0.97,0.12,12.3711,META
6/30/2016,7/27/2016,0.97,0.82,0.15,18.2927,META
3/31/2016,4/27/2016,0.77,0.62,0.15,24.1935,META
12/31/2015,1/27/2016,0.79,0.68,0.11,16.1765,META
9/30/2015,11/4/2015,0.57,0.52,0.05,9.6154,META
6/30/2015,7/29/2015,0.5,0.47,0.03,6.383,META
3/31/2015,4/22/2015,0.42,0.4,0.02,5,META
12/31/2014,1/28/2015,0.54,0.49,0.05,10.2041,META
9/30/2014,10/28/2014,0.43,0.4,0.03,7.5,META
6/30/2014,7/23/2014,0.42,0.32,0.1,31.25,META
3/31/2014,4/23/2014,0.34,0.24,0.1,41.6667,META
12/31/2013,1/29/2014,0.31,0.27,0.04,14.8148,META
9/30/2013,10/30/2013,0.25,0.19,0.06,31.5789,META
6/30/2013,7/24/2013,0.19,0.14,0.05,35.7143,META
3/31/2013,5/1/2013,0.12,0.13,-0.01,-7.6923,META
12/31/2012,1/30/2013,0.17,0.15,0.02,13.3333,META
9/30/2012,10/23/2012,0.12,0.11,0.01,9.0909,META
6/30/2012,7/26/2012,0.12,0.12,0,0,META
3/31/2012,5/30/2012,0.0645,0,0,0,META
3/31/2023,4/18/2023,2.68,2.5,0.18,7.2,JNJ
12/31/2022,1/24/2023,2.35,2.23,0.12,5.3812,JNJ
9/30/2022,10/18/2022,2.55,2.47,0.08,3.2389,JNJ
6/30/2022,7/19/2022,2.59,2.54,0.05,1.9685,JNJ
3/31/2022,4/19/2022,2.67,2.56,0.11,4.2969,JNJ
12/31/2021,1/25/2022,2.13,2.12,0.01,0.4717,JNJ
9/30/2021,10/19/2021,2.6,2.35,0.25,10.6383,JNJ
6/30/2021,7/21/2021,2.48,2.27,0.21,9.2511,JNJ
3/31/2021,4/20/2021,2.59,2.34,0.25,10.6838,JNJ
12/31/2020,1/26/2021,1.86,1.82,0.04,2.1978,JNJ
9/30/2020,10/13/2020,2.2,1.98,0.22,11.1111,JNJ
6/30/2020,7/16/2020,1.67,1.49,0.18,12.0805,JNJ
3/31/2020,4/14/2020,2.3,2,0.3,15,JNJ
12/31/2019,1/22/2020,1.88,1.87,0.01,0.5348,JNJ
